0 0 0.00028509
0.05 4.29466e-05 0.000282763
0.1 8.58881e-05 0.000290136
0.15 0.000135661 0.000298115
0.2 0.000184004 0.000325097
0.25 0.000230868 0.00036167
0.3 0.000297625 0.00037515
0.35 0.000341974 0.000345617
0.4 0.000402675 0.000390005
0.45 0.000479985 0.000416988
0.5 0.000555462 0.000419142
0.55 0.000639779 0.000415187
0.6 0.000702171 0.000422092
0.65 0.000797168 0.000414669
0.7 0.000880077 0.000481797
0.75 0.000993099 0.000539691
0.8 0.00109877 0.000646136
0.85 0.00125121 0.000643803
0.9 0.00138957 0.000673981
0.95 0.00166783 0.000861908
1 0.00178388 0.000879005
1.05 0.00208251 0.000864356
1.1 0.0023205 0.00116932
1.15 0.00272497 0.00148544
1.2 0.00330586 0.00174601
1.25 0.00370356 0.00185931
1.3 0.00485822 0.0027615
1.35 0.0158726 0.010339
1.4 0.0781662 0.0319328
1.45 0.00324901 0.00774562
1.5 0.00153613 0.00483858
1.55 0.000770371 0.00257786
1.6 0.000535052 0.00201244
1.65 0.000292019 0.00144091
1.7 0.000207642 0.00110016
1.75 0.000169414 0.000984836
1.8 0.00012585 0.000710757
1.85 0.000119812 0.000746123
1.9 9.35882e-05 0.000710222
1.95 7.74758e-05 0.000602487
2 5.65397e-05 0.000471058
2.05 5.37267e-05 0.000450788
2.1 4.51293e-05 0.000451287
2.15 4.36806e-05 0.00042575
2.2 3.4398e-05 0.000371114
2.25 9.52731e-06 0.000168444
2.3 2.20644e-05 0.000240564
2.35 5.39795e-06 0.000103016
2.4 1.10412e-05 0.000195722
2.5 1.11168e-05 0.00017311
2.55 7.38777e-06 0.000152878
2.6 7.03322e-06 0.000174046
2.65 6.69305e-06 0.000137209
2.7 6.75523e-06 0.000154427
2.75 1.38085e-06 5.20999e-05
2.8 4.30191e-06 0.000123173
