0 -0.200109 0.00025786
0.05 -0.209624 0.00027772
0.1 -0.21899 0.000264747
0.15 -0.22827 0.000328895
0.2 -0.239697 0.00034315
0.25 -0.249341 0.000322799
0.3 -0.260898 0.000375688
0.35 -0.272723 0.000393963
0.4 -0.284388 0.000390524
0.45 -0.297082 0.000406967
0.5 -0.311139 0.000454669
0.55 -0.324349 0.000481373
0.6 -0.339617 0.000556149
0.65 -0.355262 0.000571083
0.7 -0.370582 0.000588718
0.75 -0.388206 0.000693746
0.8 -0.404432 0.000805053
0.85 -0.423668 0.000777047
0.9 -0.44452 0.000851305
0.95 -0.465189 0.000954719
1 -0.49025 0.00117225
1.05 -0.516876 0.00126606
1.1 -0.546703 0.00145358
1.15 -0.57747 0.0017864
1.2 -0.611437 0.00197478
1.25 -0.650466 0.00275758
1.3 -0.696883 0.00279037
1.35 -0.772292 0.00896837
1.4 -0.948917 0.0261211
1.45 -1.77709 0.00725456
1.5 -1.83122 0.00498143
1.55 -1.87696 0.00297309
1.6 -1.91116 0.00235711
1.65 -1.93321 0.00199471
1.7 -1.94931 0.00146225
1.75 -1.95923 0.00132297
1.8 -1.96639 0.00101562
1.85 -1.97237 0.001026
1.9 -1.97907 0.000982634
1.95 -1.98302 0.000793976
2 -1.98726 0.000609572
2.05 -1.98861 0.000599667
2.1 -1.99062 0.000576544
2.15 -1.99192 0.000539044
2.2 -1.99415 0.000428889
2.25 -1.9955 0.00038934
2.3 -1.99605 0.000289569
2.35 -1.99703 0.000253472
2.4 -1.99816 0.000224678
2.5 -1.99819 0.000216858
2.55 -1.99873 0.000179629
2.6 -1.99891 0.000202063
2.65 -1.99915 0.000155375
2.7 -1.99914 0.000163213
2.75 -1.99921 0.000150579
2.8 -1.99939 0.000147808
