0 0.0536258 0.000282599
0.05 0.0540781 0.000279901
0.1 0.0542501 0.000287509
0.15 0.0554078 0.000295225
0.2 0.0564436 0.000321571
0.25 0.0566199 0.000357871
0.3 0.0576936 0.000371024
0.35 0.0579753 0.000341963
0.4 0.0585935 0.000385968
0.45 0.0603006 0.000411977
0.5 0.0615635 0.000414219
0.55 0.0630296 0.000409879
0.6 0.0633744 0.000417007
0.65 0.0654273 0.000408695
0.7 0.0667299 0.000475517
0.75 0.06832 0.000532082
0.8 0.0693393 0.000636549
0.85 0.0719688 0.00063416
0.9 0.0744893 0.000661863
0.95 0.0769229 0.000845882
1 0.0786101 0.000861817
1.05 0.083604 0.000845359
1.1 0.0866739 0.00114479
1.15 0.0903927 0.00144828
1.2 0.0996223 0.00169752
1.25 0.105431 0.00180421
1.3 0.114108 0.00265604
1.35 0.14669 0.00880269
1.4 0.260539 0.0227491
1.45 0.916998 0.00384802
1.5 0.940809 0.00234376
1.55 0.958311 0.00120807
1.6 0.970224 0.000934043
1.65 0.977959 0.000659634
1.7 0.983036 0.000501082
1.75 0.986376 0.000447583
1.8 0.988708 0.000321665
1.85 0.990527 0.000337317
1.9 0.992693 0.00032042
1.95 0.993967 0.000271542
2 0.995432 0.000211862
2.05 0.99583 0.000202744
2.1 0.996618 0.000202872
2.15 0.997036 0.000191388
2.2 0.997793 0.000166809
2.25 0.995348 7.58233e-05
2.3 0.998512 0.000107969
2.35 0.995623 4.63501e-05
2.4 0.9993 8.78052e-05
2.5 0.999318 7.76653e-05
2.55 0.999527 6.85556e-05
2.6 0.999585 7.80653e-05
2.65 0.999671 6.15873e-05
2.7 0.999652 6.92973e-05
2.75 0.995975 2.34157e-05
2.8 0.999773 5.52442e-05
