0 0 0.000277831
0.05 1.83835e-06 0.000301732
0.1 7.59666e-06 0.000289046
0.15 1.8079e-05 0.000362044
0.2 3.32178e-05 0.000381555
0.25 5.3092e-05 0.000361097
0.3 8.05329e-05 0.000424603
0.35 0.000116444 0.00045009
0.4 0.000153867 0.000448959
0.45 0.000200627 0.000474747
0.5 0.000266681 0.000538302
0.55 0.00033652 0.000575057
0.6 0.000424915 0.000675175
0.65 0.000509799 0.000702659
0.7 0.000625063 0.000735869
0.75 0.000778356 0.000885296
0.8 0.000890101 0.00104076
0.85 0.00114436 0.00102571
0.9 0.00135769 0.00114159
0.95 0.00157159 0.00131239
1 0.00188835 0.00166014
1.05 0.0023751 0.00183388
1.1 0.00278538 0.00217225
1.15 0.00348612 0.00274892
1.2 0.00416383 0.00314387
1.25 0.00556986 0.0046199
1.3 0.00643498 0.00486409
1.35 0.0214081 0.0186271
1.4 0.140861 0.0700809
1.45 0.0178388 0.0262297
1.5 0.010962 0.0184243
1.55 0.00702258 0.0114387
1.6 0.00515308 0.00921808
1.65 0.00358491 0.00791604
1.7 0.00256486 0.00585533
1.75 0.00220429 0.00532126
1.8 0.00170033 0.00410681
1.85 0.00164258 0.00415803
1.9 0.0013511 0.00399262
1.95 0.00107063 0.00323329
2 0.000802398 0.00249073
2.05 0.000762133 0.00244968
2.1 0.000673591 0.00235798
2.15 0.000638553 0.00220467
2.2 0.000472682 0.00175664
2.25 0.000351523 0.00159687
2.3 0.000319642 0.00118773
2.35 0.00025569 0.00103987
2.4 0.000164989 0.000922352
2.5 0.000177274 0.000889706
2.55 0.000121696 0.000737807
2.6 0.000113462 0.000829744
2.65 0.000100027 0.000637751
2.7 9.9788e-05 0.000670199
2.75 9.32963e-05 0.000618449
2.8 7.96827e-05 0.000606782
